frame,timestamp,personas
5426,180.867,-471.22
5428,180.933,-471.23
5430,181.0,-471.27
5432,181.067,-471.27
5434,181.133,-471.28
5436,181.2,-471.31
5438,181.267,-471.29
5440,181.333,-471.27
5442,181.4,-471.27
5444,181.467,-471.26
5446,181.533,-471.25
5448,181.6,-471.28
5450,181.667,-471.27
5452,181.733,-471.28
5454,181.8,-471.27
5456,181.867,-471.27
5458,181.933,-471.27
5460,182.0,-471.28
5462,182.067,-471.29
5464,182.133,-471.28
5466,182.2,-471.27
5468,182.267,-471.24
5470,182.333,-471.26
5472,182.4,-471.24
5474,182.467,-471.27
5476,182.533,-471.23
5478,182.6,-471.24
5480,182.667,-471.23
5482,182.733,-471.19
5484,182.8,-471.22
5486,182.867,-471.22
5488,182.933,-471.23
5490,183.0,-471.21
5492,183.067,-471.27
5494,183.133,-471.25
5496,183.2,-471.29
5498,183.267,-471.28
5500,183.333,-471.24
5502,183.4,-471.26
5504,183.467,-471.32
5506,183.533,-471.25
5508,183.6,-471.21
5510,183.667,-471.2
5512,183.733,-471.22
5514,183.8,-471.25
5516,183.867,-471.21
5518,183.933,-471.18
5520,184.0,-471.14
5522,184.067,-471.12
5524,184.133,-471.18
5526,184.2,-471.17
5528,184.267,-471.24
5530,184.333,-471.23
5532,184.4,-471.24
5534,184.467,-471.22
5536,184.533,-471.24
5538,184.6,-471.18
5540,184.667,-471.17
5542,184.733,-471.19
5544,184.8,-471.21
5546,184.867,-471.2
5548,184.933,-471.19
5550,185.0,-471.19
5552,185.067,-471.2
5554,185.133,-471.19
5556,185.2,-471.25
5558,185.267,-471.24
5560,185.333,-471.27
5562,185.4,-471.28
5564,185.467,-471.35
5566,185.533,-471.28
5568,185.6,-471.29
5570,185.667,-471.31
5572,185.733,-471.26
5574,185.8,-471.25
5576,185.867,-471.24
5578,185.933,-471.28
5580,186.0,-471.29
5582,186.067,-471.32
5584,186.133,-471.39
5586,186.2,-471.37
5588,186.267,-471.4
5590,186.333,-471.35
5592,186.4,-471.38
5594,186.467,-471.38
5596,186.533,-471.4
5598,186.6,-471.38
5600,186.667,-471.42
5602,186.733,-471.37
5604,186.8,-471.36
5606,186.867,-471.36
5608,186.933,-471.35
5610,187.0,-471.33
5612,187.067,-471.29
5614,187.133,-471.33
5616,187.2,-471.32
5618,187.267,-471.29
5620,187.333,-471.33
5622,187.4,-471.34
5624,187.467,-471.34
5626,187.533,-471.33
5628,187.6,-471.35
5630,187.667,-471.35
5632,187.733,-471.37
5634,187.8,-471.35
5636,187.867,-471.34
5638,187.933,-471.41
5640,188.0,-471.44
5642,188.067,-471.45
5644,188.133,-471.48
5646,188.2,-471.56
5648,188.267,-471.88
5650,188.333,-471.97
5652,188.4,-471.81
5654,188.467,-471.82
5656,188.533,-471.87
5658,188.6,-471.81
5660,188.667,-471.8
5662,188.733,-471.84
5664,188.8,-472.09
5666,188.867,-472.17
5668,188.933,-472.22
5670,189.0,-472.21
5672,189.067,-472.07
5674,189.133,-472.08
5676,189.2,-472.09
5678,189.267,-472.13
5680,189.333,-472.16
5682,189.4,-472.19
5684,189.467,-471.98
5686,189.533,-471.95
5688,189.6,-471.75
5690,189.667,-472.05
5692,189.733,-471.86
5694,189.8,-471.74
5696,189.867,-471.8
5698,189.933,-471.87
5700,190.0,-471.92
5702,190.067,-471.95
5704,190.133,-471.99
5706,190.2,-472.07
5708,190.267,-472.23
5710,190.333,-472.04
5712,190.4,-472.2
5714,190.467,-472.0
5716,190.533,-472.12
5718,190.6,-472.16
5720,190.667,-472.09
5722,190.733,-471.9
5724,190.8,-471.55
5726,190.867,-471.25
5728,190.933,-471.27
5730,191.0,-471.24
5732,191.067,-471.23
5734,191.133,-471.25
5736,191.2,-471.26
5738,191.267,-471.25
5740,191.333,-471.24
5742,191.4,-471.23
5744,191.467,-471.19
5746,191.533,-471.18
5748,191.6,-471.18
5750,191.667,-471.09
5752,191.733,-471.12
5754,191.8,-471.17
5756,191.867,-471.15
5758,191.933,-471.12
5760,192.0,-471.1
5762,192.067,-471.09
5764,192.133,-471.07
5766,192.2,-471.08
5768,192.267,-471.08
5770,192.333,-471.09
5772,192.4,-471.08
5774,192.467,-471.09
5776,192.533,-471.11
5778,192.6,-471.11
5780,192.667,-471.11
5782,192.733,-471.1
5784,192.8,-471.12
5786,192.867,-471.1
5788,192.933,-471.1
5790,193.0,-471.1
5792,193.067,-471.1
5794,193.133,-471.12
5796,193.2,-471.16
5798,193.267,-471.14
5800,193.333,-471.13
5802,193.4,-471.15
5804,193.467,-471.13
5806,193.533,-471.12
5808,193.6,-471.13
5810,193.667,-471.12
5812,193.733,-471.11
5814,193.8,-471.16
5816,193.867,-471.14
5818,193.933,-471.14
5820,194.0,-471.12
5822,194.067,-471.14
5824,194.133,-471.12
5826,194.2,-471.15
5828,194.267,-471.1
5830,194.333,-471.11
5832,194.4,-471.12
5834,194.467,-471.16
5836,194.533,-471.18
5838,194.6,-471.18
5840,194.667,-471.14
5842,194.733,-471.09
5844,194.8,-471.08
5846,194.867,-471.07
5848,194.933,-471.07
5850,195.0,-471.09
5852,195.067,-471.09
5854,195.133,-471.13
5856,195.2,-471.19
5858,195.267,-471.15
5860,195.333,-471.15
5862,195.4,-471.18
5864,195.467,-471.16
5866,195.533,-471.15
5868,195.6,-471.14
5870,195.667,-471.14
5872,195.733,-471.13
5874,195.8,-471.13
5876,195.867,-471.13
5878,195.933,-471.16
5880,196.0,-471.14
5882,196.067,-471.16
5884,196.133,-471.16
5886,196.2,-471.14
5888,196.267,-471.15
5890,196.333,-471.16
5892,196.4,-471.12
5894,196.467,-471.14
5896,196.533,-471.14
5898,196.6,-471.18
5900,196.667,-471.13
5902,196.733,-471.13
5904,196.8,-471.16
5906,196.867,-471.17
5908,196.933,-471.14
5910,197.0,-471.17
5912,197.067,-471.16
5914,197.133,-471.19
5916,197.2,-471.17
5918,197.267,-471.2
5920,197.333,-471.17
5922,197.4,-471.2
5924,197.467,-471.19
5926,197.533,-471.16
5928,197.6,-471.19
5930,197.667,-471.19
5932,197.733,-471.17
5934,197.8,-471.15
5936,197.867,-471.18
5938,197.933,-471.21
5940,198.0,-471.21
5942,198.067,-471.16
5944,198.133,-471.18
5946,198.2,-471.15
5948,198.267,-471.18
5950,198.333,-471.18
5952,198.4,-471.2
5954,198.467,-471.22
5956,198.533,-471.19
5958,198.6,-471.21
5960,198.667,-471.2
5962,198.733,-471.15
5964,198.8,-471.16
5966,198.867,-471.21
5968,198.933,-471.2
5970,199.0,-471.19
5972,199.067,-471.24
5974,199.133,-471.21
5976,199.2,-471.21
5978,199.267,-471.23
5980,199.333,-471.22
5982,199.4,-471.23
5984,199.467,-471.18
5986,199.533,-471.2
5988,199.6,-471.17
5990,199.667,-471.18
5992,199.733,-471.22
5994,199.8,-471.23
5996,199.867,-471.2
5998,199.933,-471.24
6000,200.0,-471.22
6002,200.067,-471.3
6004,200.133,-471.28
6006,200.2,-471.3
6008,200.267,-471.29
6010,200.333,-471.23
6012,200.4,-471.23
6014,200.467,-471.23
6016,200.533,-471.24
6018,200.6,-471.27
6020,200.667,-471.26
6022,200.733,-471.25
6024,200.8,-471.25
6026,200.867,-471.2
6028,200.933,-471.25
6030,201.0,-471.25
6032,201.067,-471.25
6034,201.133,-471.27
6036,201.2,-471.3
6038,201.267,-471.24
6040,201.333,-471.24
6042,201.4,-471.23
6044,201.467,-471.24
6046,201.533,-471.25
6048,201.6,-471.23
6050,201.667,-471.2
6052,201.733,-471.21
6054,201.8,-471.21
6056,201.867,-471.22
6058,201.933,-471.16
6060,202.0,-471.14
6062,202.067,-471.19
6064,202.133,-471.22
6066,202.2,-471.23
6068,202.267,-471.24
6070,202.333,-471.22
6072,202.4,-471.21
6074,202.467,-471.23
6076,202.533,-471.24
6078,202.6,-471.18
6080,202.667,-471.14
6082,202.733,-471.15
6084,202.8,-471.16
6086,202.867,-471.14
6088,202.933,-471.13
6090,203.0,-471.15
6092,203.067,-471.19
6094,203.133,-471.22
6096,203.2,-471.21
6098,203.267,-471.22
6100,203.333,-471.2
6102,203.4,-471.23
6104,203.467,-471.21
6106,203.533,-471.23
6108,203.6,-471.24
6110,203.667,-471.27
6112,203.733,-471.26
6114,203.8,-471.26
6116,203.867,-471.23
6118,203.933,-471.27
6120,204.0,-471.23
6122,204.067,-471.27
6124,204.133,-471.21
6126,204.2,-471.24
6128,204.267,-471.21
6130,204.333,-471.23
6132,204.4,-471.21
6134,204.467,-471.2
6136,204.533,-471.2
6138,204.6,-471.24
6140,204.667,-471.25
6142,204.733,-471.27
6144,204.8,-471.26
6146,204.867,-471.27
6148,204.933,-471.27
6150,205.0,-471.27
6152,205.067,-471.25
6154,205.133,-471.29
6156,205.2,-471.32
6158,205.267,-471.3
6160,205.333,-471.3
6162,205.4,-471.29
6164,205.467,-471.27
6166,205.533,-471.3
6168,205.6,-471.3
6170,205.667,-471.32
6172,205.733,-471.32
6174,205.8,-471.29
6176,205.867,-471.32
6178,205.933,-471.33
6180,206.0,-471.29
6182,206.067,-471.36
6184,206.133,-471.34
6186,206.2,-471.32
6188,206.267,-471.32
6190,206.333,-471.31
6192,206.4,-471.33
6194,206.467,-471.3
6196,206.533,-471.29
6198,206.6,-471.27
6200,206.667,-471.25
6202,206.733,-471.26
6204,206.8,-471.33
6206,206.867,-471.28
6208,206.933,-471.3
6210,207.0,-471.28
6212,207.067,-471.33
6214,207.133,-471.32
6216,207.2,-471.34
6218,207.267,-471.34
6220,207.333,-471.32
6222,207.4,-471.33
6224,207.467,-471.33
6226,207.533,-471.37
6228,207.6,-471.38
6230,207.667,-471.34
6232,207.733,-471.3
6234,207.8,-471.34
6236,207.867,-471.33
6238,207.933,-471.35
6240,208.0,-471.32
6242,208.067,-471.34
6244,208.133,-471.35
6246,208.2,-471.3
6248,208.267,-471.32
6250,208.333,-471.14
6252,208.4,-471.13
6254,208.467,-471.12
6256,208.533,-471.11
6258,208.6,-471.1
6260,208.667,-471.15
6262,208.733,-471.13
6264,208.8,-471.15
6266,208.867,-471.14
6268,208.933,-471.17
6270,209.0,-471.18
6272,209.067,-471.16
6274,209.133,-471.18
6276,209.2,-471.21
6278,209.267,-471.21
6280,209.333,-471.16
6282,209.4,-471.18
6284,209.467,-471.21
6286,209.533,-471.23
6288,209.6,-471.22
6290,209.667,-471.24
6292,209.733,-471.25
6294,209.8,-471.24
6296,209.867,-471.24
6298,209.933,-471.21
6300,210.0,-471.26
6302,210.067,-471.25
6304,210.133,-471.28
6306,210.2,-471.29
6308,210.267,-471.29
6310,210.333,-471.34
6312,210.4,-471.35
6314,210.467,-471.34
6316,210.533,-471.26
6318,210.6,-471.22
6320,210.667,-471.14
6322,210.733,-471.21
6324,210.8,-471.23
6326,210.867,-471.23
6328,210.933,-471.16
6330,211.0,-471.17
6332,211.067,-471.28
6334,211.133,-471.3
6336,211.2,-471.27
6338,211.267,-471.27
6340,211.333,-471.21
6342,211.4,-471.19
6344,211.467,-471.21
6346,211.533,-471.2
6348,211.6,-471.21
6350,211.667,-471.23
6352,211.733,-471.24
6354,211.8,-471.27
6356,211.867,-471.24
6358,211.933,-471.21
6360,212.0,-471.25
6362,212.067,-471.31
6364,212.133,-471.3
6366,212.2,-471.33
6368,212.267,-471.26
6370,212.333,-471.26
6372,212.4,-471.3
6374,212.467,-471.21
6376,212.533,-471.29
6378,212.6,-471.23
6380,212.667,-471.25
6382,212.733,-471.29
6384,212.8,-471.24
6386,212.867,-471.28
6388,212.933,-471.27
6390,213.0,-471.26
6392,213.067,-471.24
6394,213.133,-471.25
6396,213.2,-471.23
6398,213.267,-471.21
6400,213.333,-471.24
6402,213.4,-471.23
6404,213.467,-471.22
6406,213.533,-471.23
6408,213.6,-471.25
6410,213.667,-471.21
6412,213.733,-471.22
6414,213.8,-471.18
6416,213.867,-471.16
6418,213.933,-471.18
6420,214.0,-471.19
6422,214.067,-471.23
6424,214.133,-471.24
6426,214.2,-471.26
6428,214.267,-471.24
6430,214.333,-471.27
6432,214.4,-471.24
6434,214.467,-471.26
6436,214.533,-471.22
6438,214.6,-471.2
6440,214.667,-471.22
6442,214.733,-471.24
6444,214.8,-471.22
6446,214.867,-471.27
6448,214.933,-471.17
6450,215.0,-471.2
6452,215.067,-471.2
6454,215.133,-471.22
6456,215.2,-471.21
6458,215.267,-471.17
6460,215.333,-471.2
6462,215.4,-471.23
6464,215.467,-471.17
6466,215.533,-471.18
6468,215.6,-471.18
6470,215.667,-471.17
6472,215.733,-471.17
6474,215.8,-471.17
6476,215.867,-471.19
6478,215.933,-471.15
6480,216.0,-471.17
6482,216.067,-471.16
6484,216.133,-471.15
6486,216.2,-471.17
6488,216.267,-471.14
6490,216.333,-471.16
6492,216.4,-471.16
6494,216.467,-471.15
6496,216.533,-471.16
6498,216.6,-471.16
6500,216.667,-471.19
6502,216.733,-471.15
6504,216.8,-471.14
6506,216.867,-471.18
6508,216.933,-471.2
6510,217.0,-471.16
6512,217.067,-471.19
6514,217.133,-471.17
6516,217.2,-471.16
6518,217.267,-471.15
6520,217.333,-471.1
6522,217.4,-471.18
6524,217.467,-471.16
6526,217.533,-471.2
6528,217.6,-471.2
6530,217.667,-471.22
6532,217.733,-471.22
6534,217.8,-471.2
6536,217.867,-471.18
6538,217.933,-471.22
6540,218.0,-471.22
6542,218.067,-471.24
6544,218.133,-471.18
6546,218.2,-471.25
6548,218.267,-471.26
6550,218.333,-471.2
6552,218.4,-471.22
6554,218.467,-471.21
6556,218.533,-471.22
6558,218.6,-471.17
6560,218.667,-471.21
6562,218.733,-471.21
6564,218.8,-471.19
6566,218.867,-471.19
6568,218.933,-471.19
6570,219.0,-471.15
6572,219.067,-471.16
6574,219.133,-471.17
6576,219.2,-471.13
6578,219.267,-471.17
6580,219.333,-471.17
6582,219.4,-471.17
6584,219.467,-471.16
6586,219.533,-471.19
6588,219.6,-471.13
6590,219.667,-471.13
6592,219.733,-471.11
6594,219.8,-471.14
6596,219.867,-471.18
6598,219.933,-471.14
6600,220.0,-471.18
6602,220.067,-471.17
6604,220.133,-471.21
6606,220.2,-471.18
6608,220.267,-471.12
6610,220.333,-471.15
6612,220.4,-471.17
6614,220.467,-471.13
6616,220.533,-471.14
6618,220.6,-471.13
6620,220.667,-471.15
6622,220.733,-471.16
6624,220.8,-471.15
6626,220.867,-471.16
6628,220.933,-471.15
6630,221.0,-471.19
6632,221.067,-471.18
6634,221.133,-471.16
6636,221.2,-471.2
6638,221.267,-471.16
6640,221.333,-471.18
6642,221.4,-471.16
6644,221.467,-471.17
6646,221.533,-471.15
6648,221.6,-471.19
6650,221.667,-471.17
6652,221.733,-471.19
6654,221.8,-471.18
6656,221.867,-471.17
6658,221.933,-471.19
6660,222.0,-471.2
6662,222.067,-471.18
6664,222.133,-471.2
6666,222.2,-471.18
6668,222.267,-471.16
6670,222.333,-471.15
6672,222.4,-471.15
6674,222.467,-471.17
6676,222.533,-471.19
6678,222.6,-471.18
6680,222.667,-471.18
6682,222.733,-471.17
6684,222.8,-471.19
6686,222.867,-471.21
6688,222.933,-471.25
6690,223.0,-471.18
6692,223.067,-471.19
6694,223.133,-471.24
6696,223.2,-471.26
6698,223.267,-471.24
6700,223.333,-471.22
6702,223.4,-471.25
6704,223.467,-471.23
6706,223.533,-471.23
6708,223.6,-471.2
6710,223.667,-471.23
6712,223.733,-471.22
6714,223.8,-471.22
6716,223.867,-471.24
6718,223.933,-471.26
6720,224.0,-471.27
6722,224.067,-471.28
6724,224.133,-471.27
6726,224.2,-471.3
6728,224.267,-471.27
6730,224.333,-471.27
6732,224.4,-471.29
6734,224.467,-471.28
6736,224.533,-471.3
6738,224.6,-471.26
6740,224.667,-471.25
6742,224.733,-471.24
6744,224.8,-471.25
6746,224.867,-471.25
6748,224.933,-471.25
6750,225.0,-471.13
6752,225.067,-471.11
6754,225.133,-471.14
6756,225.2,-471.14
6758,225.267,-471.19
6760,225.333,-471.12
6762,225.4,-471.15
6764,225.467,-471.23
6766,225.533,-471.22
6768,225.6,-471.26
6770,225.667,-471.22
6772,225.733,-471.26
6774,225.8,-471.24
6776,225.867,-471.23
6778,225.933,-471.22
6780,226.0,-471.19
6782,226.067,-471.17
6784,226.133,-471.18
6786,226.2,-471.14
6788,226.267,-471.15
6790,226.333,-471.18
6792,226.4,-471.17
6794,226.467,-471.18
6796,226.533,-471.15
6798,226.6,-471.12
6800,226.667,-471.18
6802,226.733,-471.13
6804,226.8,-471.17
6806,226.867,-471.2
6808,226.933,-471.15
6810,227.0,-471.19
6812,227.067,-471.21
6814,227.133,-471.17
6816,227.2,-471.19
6818,227.267,-471.18
6820,227.333,-471.19
6822,227.4,-471.19
6824,227.467,-471.24
6826,227.533,-471.24
6828,227.6,-471.29
6830,227.667,-471.36
6832,227.733,-471.38
6834,227.8,-471.47
6836,227.867,-471.38
6838,227.933,-471.44
6840,228.0,-471.68
6842,228.067,-471.75
6844,228.133,-471.76
6846,228.2,-471.95
6848,228.267,-471.87
6850,228.333,-471.79
6852,228.4,-471.68
6854,228.467,-471.8
6856,228.533,-471.71
6858,228.6,-471.75
6860,228.667,-471.77
6862,228.733,-471.74
6864,228.8,-471.78
6866,228.867,-472.02
6868,228.933,-471.96
6870,229.0,-471.86
6872,229.067,-471.55
6874,229.133,-471.65
6876,229.2,-471.63
6878,229.267,-471.83
6880,229.333,-471.57
6882,229.4,-471.54
6884,229.467,-471.64
6886,229.533,-471.83
6888,229.6,-471.73
6890,229.667,-471.59
6892,229.733,-471.75
6894,229.8,-471.78
6896,229.867,-471.77
6898,229.933,-471.74
6900,230.0,-472.07
6902,230.067,-472.04
6904,230.133,-471.44
6906,230.2,-471.54
6908,230.267,-471.47
6910,230.333,-471.47
6912,230.4,-471.45
6914,230.467,-471.49
6916,230.533,-471.44
6918,230.6,-471.45
6920,230.667,-471.42
6922,230.733,-471.43
6924,230.8,-471.42
6926,230.867,-471.43
6928,230.933,-471.38
6930,231.0,-471.35
6932,231.067,-471.38
6934,231.133,-471.4
6936,231.2,-471.36
6938,231.267,-471.34
6940,231.333,-471.35
6942,231.4,-471.31
6944,231.467,-471.31
6946,231.533,-471.36
6948,231.6,-471.4
6950,231.667,-471.4
6952,231.733,-471.44
6954,231.8,-471.43
6956,231.867,-471.43
6958,231.933,-471.46
6960,232.0,-471.44
6962,232.067,-471.43
6964,232.133,-471.47
6966,232.2,-471.43
6968,232.267,-471.42
6970,232.333,-471.37
6972,232.4,-471.38
6974,232.467,-471.36
6976,232.533,-471.34
6978,232.6,-471.3
6980,232.667,-471.33
6982,232.733,-471.26
6984,232.8,-471.27
6986,232.867,-471.29
6988,232.933,-471.28
6990,233.0,-471.25
6992,233.067,-471.25
6994,233.133,-471.26
6996,233.2,-471.32
6998,233.267,-471.38
7000,233.333,-471.22
7002,233.4,-471.15
7004,233.467,-471.12
7006,233.533,-471.15
7008,233.6,-471.13
7010,233.667,-471.17
7012,233.733,-471.16
7014,233.8,-471.2
7016,233.867,-471.16
7018,233.933,-471.22
7020,234.0,-471.24
7022,234.067,-471.28
7024,234.133,-471.19
7026,234.2,-471.14
7028,234.267,-471.23
7030,234.333,-471.13
7032,234.4,-471.14
7034,234.467,-471.16
7036,234.533,-471.19
7038,234.6,-471.23
7040,234.667,-471.19
7042,234.733,-471.22
7044,234.8,-471.25
7046,234.867,-471.19
7048,234.933,-471.21
7050,235.0,-471.25
7052,235.067,-471.26
7054,235.133,-471.21
7056,235.2,-471.26
7058,235.267,-471.22
7060,235.333,-471.22
7062,235.4,-471.26
7064,235.467,-471.31
7066,235.533,-471.22
7068,235.6,-471.2
7070,235.667,-471.22
7072,235.733,-471.23
7074,235.8,-471.28
7076,235.867,-471.28
7078,235.933,-471.29
7080,236.0,-471.32
7082,236.067,-471.29
7084,236.133,-471.26
7086,236.2,-471.28
7088,236.267,-471.3
7090,236.333,-471.27
7092,236.4,-471.27
7094,236.467,-471.28
7096,236.533,-471.34
7098,236.6,-471.31
7100,236.667,-471.34
7102,236.733,-471.34
7104,236.8,-471.35
7106,236.867,-471.32
7108,236.933,-471.33
7110,237.0,-471.31
7112,237.067,-471.33
7114,237.133,-471.28
7116,237.2,-471.27
7118,237.267,-471.33
7120,237.333,-471.3
7122,237.4,-471.32
7124,237.467,-471.33
7126,237.533,-471.36
7128,237.6,-471.38
7130,237.667,-471.35
7132,237.733,-471.38
7134,237.8,-471.32
7136,237.867,-471.31
7138,237.933,-471.35
7140,238.0,-471.32
7142,238.067,-471.34
7144,238.133,-471.32
7146,238.2,-471.39
7148,238.267,-471.43
7150,238.333,-471.41
7152,238.4,-471.42
7154,238.467,-471.42
7156,238.533,-471.44
7158,238.6,-471.45
7160,238.667,-471.46
7162,238.733,-471.49
7164,238.8,-471.46
7166,238.867,-471.51
7168,238.933,-471.51
7170,239.0,-471.57
7172,239.067,-471.54
7174,239.133,-471.66
7176,239.2,-471.74
7178,239.267,-471.73
7180,239.333,-471.75
7182,239.4,-471.86
7184,239.467,-471.96
7186,239.533,-471.8
7188,239.6,-471.82
7190,239.667,-471.76
7192,239.733,-471.8
7194,239.8,-471.74
7196,239.867,-471.71
7198,239.933,-471.64
7200,240.0,-471.52
7202,240.067,-471.64
7204,240.133,-471.81
7206,240.2,-471.72
7208,240.267,-471.74
7210,240.333,-471.93
7212,240.4,-471.68
7214,240.467,-471.52
7216,240.533,-471.75
7218,240.6,-471.76
7220,240.667,-471.84
7222,240.733,-471.99
7224,240.8,-471.97
7226,240.867,-471.92
7228,240.933,-472.07
7230,241.0,-472.08
7232,241.067,-471.68
7234,241.133,-471.71
7236,241.2,-471.49
7238,241.267,-471.43
7240,241.333,-471.36
7242,241.4,-471.38
7244,241.467,-471.3
7246,241.533,-471.31
7248,241.6,-471.32
7250,241.667,-471.27
7252,241.733,-471.26
7254,241.8,-471.2
7256,241.867,-471.21
7258,241.933,-471.2
7260,242.0,-471.23
7262,242.067,-471.26
7264,242.133,-471.28
7266,242.2,-471.26
7268,242.267,-471.19
7270,242.333,-471.16
7272,242.4,-471.13
7274,242.467,-471.1
7276,242.533,-471.12
7278,242.6,-471.15
7280,242.667,-471.18
7282,242.733,-471.2
7284,242.8,-471.21
7286,242.867,-471.25
7288,242.933,-471.27
7290,243.0,-471.28
7292,243.067,-471.2
7294,243.133,-471.18
7296,243.2,-471.22
7298,243.267,-471.23
7300,243.333,-471.23
7302,243.4,-471.24
7304,243.467,-471.25
7306,243.533,-471.25
7308,243.6,-471.25
7310,243.667,-471.26
7312,243.733,-471.24
7314,243.8,-471.23
7316,243.867,-471.23
7318,243.933,-471.21
7320,244.0,-471.26
7322,244.067,-471.23
7324,244.133,-471.24
7326,244.2,-471.17
7328,244.267,-471.28
7330,244.333,-471.26
7332,244.4,-471.22
7334,244.467,-471.19
7336,244.533,-471.17
7338,244.6,-471.13
7340,244.667,-471.14
7342,244.733,-471.14
7344,244.8,-471.18
7346,244.867,-471.15
7348,244.933,-471.24
7350,245.0,-471.26
7352,245.067,-471.29
7354,245.133,-471.29
7356,245.2,-471.24
7358,245.267,-471.27
7360,245.333,-471.25
7362,245.4,-471.2
7364,245.467,-471.26
7366,245.533,-471.26
7368,245.6,-471.25
7370,245.667,-471.23
7372,245.733,-471.27
7374,245.8,-471.26
7376,245.867,-471.21
7378,245.933,-471.2
7380,246.0,-471.27
7382,246.067,-471.2
7384,246.133,-471.21
7386,246.2,-471.17
7388,246.267,-471.08
7390,246.333,-471.08
7392,246.4,-471.17
7394,246.467,-471.14
7396,246.533,-471.16
7398,246.6,-471.17
7400,246.667,-471.17
7402,246.733,-471.12
7404,246.8,-471.19
7406,246.867,-471.19
7408,246.933,-471.22
7410,247.0,-471.2
7412,247.067,-471.23
7414,247.133,-471.27
7416,247.2,-471.23
7418,247.267,-471.21
7420,247.333,-471.24
7422,247.4,-471.28
7424,247.467,-471.29
7426,247.533,-471.33
7428,247.6,-471.34
7430,247.667,-471.34
7432,247.733,-471.36
7434,247.8,-471.32
7436,247.867,-471.34
7438,247.933,-471.37
7440,248.0,-471.35
7442,248.067,-471.33
7444,248.133,-471.34
7446,248.2,-471.32
7448,248.267,-471.36
7450,248.333,-471.36
7452,248.4,-471.32
7454,248.467,-471.31
7456,248.533,-471.3
7458,248.6,-471.3
7460,248.667,-471.29
7462,248.733,-471.24
7464,248.8,-471.25
7466,248.867,-471.24
7468,248.933,-471.23
7470,249.0,-471.24
7472,249.067,-471.28
7474,249.133,-471.33
7476,249.2,-471.35
7478,249.267,-471.36
7480,249.333,-471.35
7482,249.4,-471.37
7484,249.467,-471.34
7486,249.533,-471.33
7488,249.6,-471.35
7490,249.667,-471.35
7492,249.733,-471.36
7494,249.8,-471.33
7496,249.867,-471.3
7498,249.933,-471.33
7500,250.0,-471.29
7502,250.067,-471.28
7504,250.133,-471.28
7506,250.2,-471.29
7508,250.267,-471.25
7510,250.333,-471.29
7512,250.4,-471.32
7514,250.467,-471.34
7516,250.533,-471.35
7518,250.6,-471.4
7520,250.667,-471.38
7522,250.733,-471.37
7524,250.8,-471.4
7526,250.867,-471.4
7528,250.933,-471.41
7530,251.0,-471.38
7532,251.067,-471.38
7534,251.133,-471.44
7536,251.2,-471.41
7538,251.267,-471.42
7540,251.333,-471.43
7542,251.4,-471.45
7544,251.467,-471.44
7546,251.533,-471.42
7548,251.6,-471.43
7550,251.667,-471.41
7552,251.733,-471.39
7554,251.8,-471.37
7556,251.867,-471.4
7558,251.933,-471.37
7560,252.0,-471.34
7562,252.067,-471.35
7564,252.133,-471.4
7566,252.2,-471.37
7568,252.267,-471.41
7570,252.333,-471.39
7572,252.4,-471.36
7574,252.467,-471.35
7576,252.533,-471.36
7578,252.6,-471.32
7580,252.667,-471.32
7582,252.733,-471.35
7584,252.8,-471.33
7586,252.867,-471.34
7588,252.933,-471.35
7590,253.0,-471.37
7592,253.067,-471.33
7594,253.133,-471.32
7596,253.2,-471.35
7598,253.267,-471.34
7600,253.333,-471.31
7602,253.4,-471.29
7604,253.467,-471.32
7606,253.533,-471.32
7608,253.6,-471.32
7610,253.667,-471.34
7612,253.733,-471.3
7614,253.8,-471.29
7616,253.867,-471.3
7618,253.933,-471.32
7620,254.0,-471.3
7622,254.067,-471.3
7624,254.133,-471.35
7626,254.2,-471.29
7628,254.267,-471.37
7630,254.333,-471.34
7632,254.4,-471.33
7634,254.467,-471.34
7636,254.533,-471.4
7638,254.6,-471.32
7640,254.667,-471.33
7642,254.733,-471.31
7644,254.8,-471.32
7646,254.867,-471.32
7648,254.933,-471.37
7650,255.0,-471.37
7652,255.067,-471.38
7654,255.133,-471.38
7656,255.2,-471.37
7658,255.267,-471.38
7660,255.333,-471.38
7662,255.4,-471.36
7664,255.467,-471.39
7666,255.533,-471.39
7668,255.6,-471.38
7670,255.667,-471.32
7672,255.733,-471.33
7674,255.8,-471.36
7676,255.867,-471.38
7678,255.933,-471.36
7680,256.0,-471.37
7682,256.067,-471.37
7684,256.133,-471.39
7686,256.2,-471.39
7688,256.267,-471.4
7690,256.333,-471.39
7692,256.4,-471.38
7694,256.467,-471.39
7696,256.533,-471.4
7698,256.6,-471.38
7700,256.667,-471.35
7702,256.733,-471.37
7704,256.8,-471.39
7706,256.867,-471.37
7708,256.933,-471.4
7710,257.0,-471.42
7712,257.067,-471.41
7714,257.133,-471.39
7716,257.2,-471.42
7718,257.267,-471.39
7720,257.333,-471.34
7722,257.4,-471.35
7724,257.467,-471.37
7726,257.533,-471.36
7728,257.6,-471.38
7730,257.667,-471.33
7732,257.733,-471.38
7734,257.8,-471.36
7736,257.867,-471.36
7738,257.933,-471.35
7740,258.0,-471.39
7742,258.067,-471.37
7744,258.133,-471.38
7746,258.2,-471.31
7748,258.267,-471.36
7750,258.333,-471.05
7752,258.4,-471.02
7754,258.467,-471.06
